x,y,x1,y1
878,100,878,0
879,100,879,0
880,100,880,0
881,100,881,0
882,100,882,0
883,100,883,0
884,100,884,0
885,100,885,0
886,100,886,0
887,100,887,0
888,100,888,0
889,100,889,0
890,100,890,0
891,100,891,0
892,100,892,0
893,100,893,0
894,100,894,0
895,100,895,0
896,100,896,0
897,100,897,0
898,100,898,0
899,100,899,0
900,100,900,0
901,100,901,0
902,100,902,0
903,100,903,0
904,100,904,0
905,100,905,0
906,100,906,0
907,100,907,0
908,100,908,0
909,100,909,0
910,100,910,0
911,100,911,0
912,100,912,0
913,100,913,0
914,100,914,0
915,100,915,0
916,100,916,0
917,100,917,0
918,100,918,0
919,100,919,0
920,100,920,0
921,100,921,0
922,100,922,0
923,100,923,0
924,100,924,0
925,100,925,0
926,100,926,0
927,100,927,0
928,100,928,0
929,100,929,0
930,100,930,0
931,100,931,0
932,100,932,0
933,100,933,0
934,100,934,0
935,100,935,0
936,100,936,0
937,100,937,0
938,100,938,0
939,100,939,0
940,100,940,0
941,100,941,0
942,100,942,0
943,100,943,0
944,100,944,0
945,100,945,0
946,100,946,0
947,100,947,0
948,100,948,0
949,100,949,0
950,100,950,0
951,100,951,0
952,100,952,0
953,100,953,0
954,100,954,0
955,100,955,0
956,100,956,0
957,100,957,0
958,100,958,0
959,100,959,0
960,100,960,0
961,100,961,0
962,100,962,0
963,100,963,0
964,100,964,0
965,100,965,0
966,100,966,0
967,100,967,0
968,100,968,0
969,100,969,0
970,100,970,0
971,100,971,0
972,100,972,0
973,100,973,0
974,100,974,0
975,100,975,0
976,100,976,0
977,100,977,0
978,100,978,0
979,100,979,0
980,100,980,0
981,100,981,0
982,100,982,0
983,100,983,0
984,100,984,0
985,100,985,0
986,100,986,0
987,100,987,0
988,100,988,0
989,100,989,0
990,100,990,0
991,100,991,0
992,100,992,0
993,100,993,0
994,100,994,0
995,100,995,0
996,100,996,0
997,100,997,0
998,100,998,0
999,100,999,0
1000,100,1000,0
1001,100,1001,0
1002,100,1002,0
1003,100,1003,0
1004,100,1004,0
1005,100,1005,0
1006,100,1006,0
1007,100,1007,0
1008,100,1008,0
1009,100,1009,0
1010,100,1010,0
1011,100,1011,0
1012,100,1012,0
1013,100,1013,0
1014,100,1014,0
1015,100,1015,0
1016,100,1016,0
1017,100,1017,0
1018,100,1018,0
1019,100,1019,0
1020,100,1020,0
1021,100,1021,0
1022,100,1022,0
1023,100,1023,0
1024,100,1024,0
1025,100,1025,0
1026,100,1026,0
1027,100,1027,0
1028,100,1028,0
1029,100,1029,0
1030,100,1030,0
1031,100,1031,0
1032,100,1032,0
1033,100,1033,0
1034,100,1034,0
1035,100,1035,0
1036,100,1036,0
1037,100,1037,0
1038,100,1038,0
1039,100,1039,0
1040,100,1040,0
1041,100,1041,0
1042,100,1042,0
1043,100,1043,0
1044,100,1044,0
1045,100,1045,0
1046,100,1046,0
1047,100,1047,0
1048,100,1048,0
1049,100,1049,0
1050,100,1050,0
1051,100,1051,0
1052,100,1052,0
1053,100,1053,0
1054,100,1054,0
1055,100,1055,0
1056,100,1056,0
1057,100,1057,0
1058,100,1058,0
1059,100,1059,0
1060,100,1060,0
1061,100,1061,0
1062,100,1062,0
1063,100,1063,0
1064,100,1064,0
1065,100,1065,0
1066,150,1066,0
1067,150,1067,0
1068,150,1068,0
1069,150,1069,0
1070,150,1070,0
1071,150,1071,0
1072,150,1072,0
1073,150,1073,0
1074,150,1074,0
1075,150,1075,0
1076,150,1076,0
1077,150,1077,0
1078,150,1078,0
1079,150,1079,0
1080,150,1080,0
1081,150,1081,0
1082,150,1082,0
1083,150,1083,0
1084,150,1084,0
1085,150,1085,0
1086,150,1086,0
1087,150,1087,0
1088,150,1088,0
1089,150,1089,0
1090,150,1090,0
1091,150,1091,0
1092,150,1092,0
1093,150,1093,0
1094,150,1094,0
1095,150,1095,0
1096,150,1096,0
1097,150,1097,0
1098,150,1098,0
1099,150,1099,0
1100,150,1100,0
1101,150,1101,0
1102,150,1102,0
1103,150,1103,0
1104,150,1104,0
1105,150,1105,0
1106,150,1106,0
1107,150,1107,0
1108,150,1108,0
1109,150,1109,0
1110,150,1110,0
1111,150,1111,0
1112,150,1112,0
1113,150,1113,0
1114,150,1114,0
1115,150,1115,0
1116,150,1116,0
1117,150,1117,0
1118,150,1118,0
1119,150,1119,0
1120,150,1120,0
1121,150,1121,0
1122,150,1122,0
1123,150,1123,0
1124,150,1124,0
1125,150,1125,0
1126,150,1126,0
1127,150,1127,0
1128,150,1128,0
1129,150,1129,0
1130,150,1130,0
1131,150,1131,0
1132,150,1132,0
1133,150,1133,0
1134,150,1134,0
1135,150,1135,0
1136,150,1136,0
1137,150,1137,0
1138,150,1138,0
1139,150,1139,0
1140,150,1140,0
1141,150,1141,0
1142,150,1142,0
1143,150,1143,0
1144,150,1144,0
1145,150,1145,0
1146,150,1146,0
1147,150,1147,0
1148,150,1148,0
1149,150,1149,0
1150,150,1150,0
1151,150,1151,0
1152,150,1152,0
1153,150,1153,0
1154,150,1154,0
1155,150,1155,0
1156,150,1156,0
1157,150,1157,0
1158,150,1158,0
1159,150,1159,0
1160,150,1160,0
1161,150,1161,0
1162,150,1162,0
1163,150,1163,0
1164,150,1164,0
1165,150,1165,0
1166,150,1166,0
1167,150,1167,0
1168,150,1168,0
1169,150,1169,0
1170,150,1170,0
1171,150,1171,0
1172,150,1172,0
1173,150,1173,0
1174,150,1174,0
1175,150,1175,0
1176,150,1176,0
1177,150,1177,0
1178,150,1178,0
1179,150,1179,0
1180,150,1180,0
1181,150,1181,0
1182,150,1182,0
1183,150,1183,0
1184,150,1184,0
1185,150,1185,0
1186,150,1186,0
1187,150,1187,0
1188,150,1188,0
1189,150,1189,0
1190,150,1190,0
1191,150,1191,0
1192,150,1192,0
1193,150,1193,0
1194,150,1194,0
1195,150,1195,0
1196,150,1196,0
1197,150,1197,0
1198,150,1198,0
1199,150,1199,0
1200,150,1200,0
1201,150,1201,0
1202,150,1202,0
1203,150,1203,0
1204,150,1204,0
1205,150,1205,0
1206,150,1206,0
1207,150,1207,0
1208,150,1208,0
1209,150,1209,0
1210,150,1210,0
1211,150,1211,0
1212,150,1212,0
1213,150,1213,0
1214,150,1214,0
1215,150,1215,0
1216,150,1216,0
1217,150,1217,0
1218,150,1218,0
1219,150,1219,0
1220,150,1220,0
1221,150,1221,0
1222,150,1222,0
1223,150,1223,0
1224,150,1224,0
1225,150,1225,0
1226,150,1226,0
1227,150,1227,0
1228,150,1228,0
1229,150,1229,0
1230,150,1230,0
1231,150,1231,0
1232,150,1232,0
1233,150,1233,0
1234,150,1234,0
1235,150,1235,0
1236,150,1236,0
1237,150,1237,0
1238,150,1238,0
1239,150,1239,0
1240,150,1240,0
1241,150,1241,0
1242,150,1242,0
1243,150,1243,0
1244,150,1244,0
1245,150,1245,0
1246,150,1246,0
1247,150,1247,0
1248,150,1248,0
1249,150,1249,0
1250,150,1250,0
1251,150,1251,0
1252,150,1252,0
1253,150,1253,0
1254,150,1254,0
1255,150,1255,0
1256,150,1256,0
1257,150,1257,0
1258,150,1258,0
1259,150,1259,0
1260,150,1260,0
1261,150,1261,0
1262,150,1262,0
1263,150,1263,0
1264,150,1264,0
1265,150,1265,0
1266,150,1266,0
1267,150,1267,0
1268,150,1268,0
1269,150,1269,0
1270,150,1270,0
1271,150,1271,0
1272,150,1272,0
1273,150,1273,0
1274,150,1274,0
1275,150,1275,0
1276,150,1276,0
1277,150,1277,0
1278,150,1278,0
1279,150,1279,0
1280,150,1280,0
1281,150,1281,0
1282,150,1282,0
1283,150,1283,0
1284,150,1284,0
1285,150,1285,0
1286,150,1286,0
1287,150,1287,0
1288,150,1288,0
1289,150,1289,0
1290,150,1290,0
1291,150,1291,0
1292,150,1292,0
1293,150,1293,0
1294,150,1294,0
1295,150,1295,0
1296,150,1296,0
1297,150,1297,0
1298,150,1298,0
1299,150,1299,0
1300,150,1300,0
1301,150,1301,0
1302,150,1302,0
1303,150,1303,0
1304,150,1304,0
1305,150,1305,0
1306,150,1306,0
1307,150,1307,0
1308,150,1308,0
1309,150,1309,0
1310,150,1310,0
1311,150,1311,0
1312,150,1312,0
1313,150,1313,0
1314,150,1314,0
1315,150,1315,0
1316,150,1316,0
1317,150,1317,0
1318,150,1318,0
1319,150,1319,0
1320,150,1320,0
1321,150,1321,0
1322,150,1322,0
1323,150,1323,0
1324,150,1324,0
1325,150,1325,0
1326,150,1326,0
1327,150,1327,0
1328,150,1328,0
1329,150,1329,0
1330,150,1330,0
1331,150,1331,0
1332,150,1332,0
1333,150,1333,0
1334,150,1334,0
1335,150,1335,0
1336,150,1336,0
1337,150,1337,0
1338,150,1338,0
1339,150,1339,0
1340,150,1340,0
1341,150,1341,0
1342,150,1342,0
1343,150,1343,0
1344,150,1344,0
1345,150,1345,0
1346,150,1346,0
1347,150,1347,0
1348,150,1348,0
1349,150,1349,0
1350,150,1350,0
1351,150,1351,0
1352,150,1352,0
1353,150,1353,0
1354,150,1354,0
1355,150,1355,0
1356,150,1356,0
1357,150,1357,0
1358,150,1358,0
1359,150,1359,0
1360,150,1360,0
1361,150,1361,0
1362,150,1362,0
1363,150,1363,0
1364,150,1364,0
1365,150,1365,0
1366,150,1366,0
1367,150,1367,0
1368,150,1368,0
1369,150,1369,0
1370,150,1370,0
1371,150,1371,0
1372,150,1372,0
1373,150,1373,0
1374,150,1374,0
1375,150,1375,0
1376,150,1376,0
1377,150,1377,0
1378,150,1378,0
1379,150,1379,0
1380,150,1380,0
1381,150,1381,0
1382,150,1382,0
1383,150,1383,0
1384,150,1384,0
1385,150,1385,0
1386,150,1386,0
1387,150,1387,0
1388,150,1388,0
1389,150,1389,0
1390,150,1390,0
1391,150,1391,0
1392,150,1392,0
1393,150,1393,0
1394,150,1394,0
1395,150,1395,0
1396,150,1396,0
1397,150,1397,0
1398,150,1398,0
1399,150,1399,0
1400,150,1400,0
1401,150,1401,0
1402,150,1402,0
1403,150,1403,0
1404,150,1404,0
1405,150,1405,0
1406,150,1406,0
1407,150,1407,0
1408,150,1408,0
1409,150,1409,0
1410,150,1410,0
1411,150,1411,0
1412,150,1412,0
1413,150,1413,0
1414,150,1414,0
1415,150,1415,0
1416,150,1416,0
1417,150,1417,0
1418,150,1418,0
1419,150,1419,0
1420,150,1420,0
1421,150,1421,0
1422,150,1422,0
1423,150,1423,0
1424,150,1424,0
1425,150,1425,0
1426,150,1426,0
1427,150,1427,0
1428,150,1428,0
1429,150,1429,0
1430,150,1430,0
1431,150,1431,0
1432,150,1432,0
1433,150,1433,0
1434,150,1434,0
1435,150,1435,0
1436,150,1436,0
1437,150,1437,0
1438,150,1438,0
1439,150,1439,0
1440,150,1440,0
1441,150,1441,0
1442,150,1442,0
1443,150,1443,0
1444,150,1444,0
1445,150,1445,0
1446,150,1446,0
1447,150,1447,0
1448,150,1448,0
1449,150,1449,0
1450,150,1450,0
1451,150,1451,0
1452,150,1452,0
1453,150,1453,0
1454,150,1454,0
1455,150,1455,0
1456,150,1456,0
1457,150,1457,0
1458,150,1458,0
1459,150,1459,0
1460,150,1460,0
1461,150,1461,0
1462,150,1462,0
1463,150,1463,0
1464,150,1464,0
1465,150,1465,0
1466,150,1466,0
1467,150,1467,0
1468,150,1468,0
1469,150,1469,0
1470,150,1470,0
1471,150,1471,0
1472,150,1472,0
1473,150,1473,0
1474,150,1474,0
1475,150,1475,0
1476,150,1476,0
1477,150,1477,0
1478,150,1478,0
1479,150,1479,0
1480,150,1480,0
1481,150,1481,0
1482,150,1482,0
1483,150,1483,0
1484,150,1484,0
1485,150,1485,0
1486,150,1486,0
1487,150,1487,0
1488,150,1488,0
1489,150,1489,0
1490,150,1490,0
1491,150,1491,0
1492,150,1492,0
1493,150,1493,0
1494,150,1494,0
1495,150,1495,0
1496,150,1496,0
1497,150,1497,0
1498,150,1498,0
1499,150,1499,0
1500,150,1500,0
1501,150,1501,0
1502,150,1502,0
1503,150,1503,0
1504,150,1504,0
1505,150,1505,0
1506,150,1506,0
1507,150,1507,0
1508,150,1508,0
1509,150,1509,0
1510,150,1510,0
1511,150,1511,0
1512,150,1512,0
1513,150,1513,0
1514,150,1514,0
1515,150,1515,0
1516,150,1516,0
1517,150,1517,0
1518,150,1518,0
1519,150,1519,0
1520,150,1520,0
1521,150,1521,0
1522,150,1522,0
1523,150,1523,0
1524,150,1524,0
1525,150,1525,0
1526,150,1526,0
1527,150,1527,0
1528,150,1528,0
1529,150,1529,0
1530,150,1530,0
1531,150,1531,0
1532,150,1532,0
1533,150,1533,0
1534,150,1534,0
1535,150,1535,0
1536,150,1536,0
1537,150,1537,0
1538,150,1538,0
1539,150,1539,0
1540,150,1540,0
1541,150,1541,0
1542,150,1542,0
1543,150,1543,0
1544,150,1544,0
1545,150,1545,0
1546,150,1546,0
1547,150,1547,0
1548,150,1548,0
1549,150,1549,0
1550,150,1550,0
1551,150,1551,0
1552,150,1552,0
1553,150,1553,0
1554,150,1554,0
1555,150,1555,0
1556,150,1556,0
1557,150,1557,0
1558,150,1558,0
1559,150,1559,0
1560,150,1560,0
1561,150,1561,0
1562,150,1562,0
1563,150,1563,0
1564,150,1564,0
1565,150,1565,0
1566,150,1566,0
1567,150,1567,0
1568,150,1568,0
1569,150,1569,0
1570,150,1570,0
1571,150,1571,0
1572,150,1572,0
1573,150,1573,0
1574,150,1574,0
1575,150,1575,0
1576,150,1576,0
1577,150,1577,0
1578,150,1578,0
1579,150,1579,0
1580,150,1580,0
1581,150,1581,0
1582,150,1582,0
1583,150,1583,0
1584,150,1584,0
1585,150,1585,0
1586,150,1586,0
1587,150,1587,0
1588,150,1588,0
1589,150,1589,0
1590,150,1590,0
1591,150,1591,0
1592,150,1592,0
1593,150,1593,0
1594,150,1594,0
1595,150,1595,0
1596,150,1596,0
1597,150,1597,0
